Snapshot,Snapshot UTC,GW,GW finished,ID,Player,Team,Pos,Price,Owned %,Form,Total pts,GW pts,PPG,Minutes,Starts,Goals,Assists,xG,xA,xGI,DEFCON,DEFCON per 90,Bonus,Exp pts next,Status,Chance next GW,Transfers in (GW),Transfers out (GW),Price change (GW),Pens order,Corners/IFK order,Direct FK order,Rise/fall %,Change likelihood
2026-08-28,2026-08-28 15:24,1,True,119,Costinha,BHA,DEF,4.5,0.0,1.0,1,1,1.0,26,0,0,0,0.12,0.0,0.12,4,13.85,0,1.7,Available,,275,215,0.0,,,,0.1,1
2026-08-28,2026-08-28 15:24,1,True,120,Svoboda,BHA,DEF,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,,758,655,0.0,,,,0.1,1
2026-08-28,2026-08-28 15:24,1,True,121,Mitoma,BHA,MID,6.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,155,1190,0.0,,,,-50.0,-3
2026-08-28,2026-08-28 15:24,1,True,122,Minteh,BHA,MID,6.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,138,3405,0.0,,5.0,,-103.5,-5
2026-08-28,2026-08-28 15:24,1,True,123,Hinshelwood,BHA,MID,6.0,2.4,16.0,16,16,16.0,63,1,2,0,1.41,0.02,1.43,3,4.29,3,0.5,Doubtful,25.0,139306,32666,0.0,,,,51.6,3
2026-08-28,2026-08-28 15:24,1,True,124,Groß,BHA,MID,5.5,12.9,2.0,2,2,2.0,90,1,0,0,0.0,0.27,0.27,5,5.0,0,2.0,Available,,22726,98543,0.0,1.0,1.0,1.0,-28.0,-2
2026-08-28,2026-08-28 15:24,1,True,125,Georginio,BHA,FWD,5.5,1.0,5.0,5,5,5.0,90,1,0,1,0.08,0.44,0.52,7,7.0,0,1.3,Doubtful,75.0,23560,13709,0.0,,,,4.5,1
2026-08-28,2026-08-28 15:24,1,True,126,O'Riley,BHA,MID,5.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.0,Available,,628,1303,0.0,3.0,,,-29.4,-2
2026-08-28,2026-08-28 15:24,1,True,127,Gomez,BHA,MID,5.0,3.8,6.0,6,6,6.0,85,1,0,1,0.18,0.48,0.66,6,6.35,0,1.5,Available,,21913,15744,0.0,,,5.0,3.5,1
2026-08-28,2026-08-28 15:24,1,True,128,Buonanotte,BHA,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,170,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,129,Ayari,BHA,MID,5.5,0.6,2.0,2,2,2.0,63,1,0,0,0.11,0.03,0.14,4,5.71,0,2.0,Available,,3153,7137,0.0,,4.0,2.0,-25.7,-2
2026-08-28,2026-08-28 15:24,1,True,130,Wieffer,BHA,DEF,5.0,0.4,7.0,7,7,7.0,77,1,0,0,0.09,0.05,0.14,8,9.35,1,2.2,Available,,12897,2877,0.0,,,,4.6,1
2026-08-28,2026-08-28 15:24,1,True,131,Baleba,MUN,MID,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,2289,4233,0.0,,,,-19.0,-1
2026-08-28,2026-08-28 15:24,1,True,132,Howell,BHA,MID,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,1490,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,133,Watson,BHA,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,53,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,134,Oriola,BHA,MID,4.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,1641,2629,0.0,,,,-10.9,-1
2026-08-28,2026-08-28 15:24,1,True,135,Yohanna,BHA,MID,5.0,0.1,1.0,1,1,1.0,12,0,0,0,0.0,0.03,0.03,0,0.0,0,1.5,Available,,361,831,0.0,,,,-28.9,-2
2026-08-28,2026-08-28 15:24,1,True,136,Welbeck,CHE,FWD,6.0,1.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.0,Available,100.0,2686,21668,0.0,,,,-99.6,-4
2026-08-28,2026-08-28 15:24,1,True,137,Tzimas,BHA,FWD,5.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,82,247,0.0,,,,-35.0,-2
2026-08-28,2026-08-28 15:24,1,True,138,Kostoulas,BHA,FWD,5.5,0.2,1.0,1,1,1.0,26,0,0,0,0.18,0.0,0.18,2,6.92,0,1.8,Available,,1251,2020,0.0,,,,-14.2,-1
2026-08-28,2026-08-28 15:24,1,True,139,Ferguson,BHA,FWD,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,310,606,0.0,,,,-16.1,-1
2026-08-28,2026-08-28 15:24,1,True,140,Sánchez,CHE,GKP,5.0,2.3,2.0,2,2,2.0,90,1,0,0,0.0,0.01,0.01,0,0.0,0,2.6,Available,,8607,21375,0.0,,,,-23.8,-2
2026-08-28,2026-08-28 15:24,1,True,141,Jörgensen,CHE,GKP,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,493,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,142,James,CHE,DEF,5.5,10.0,0.0,0,0,0.0,90,1,0,0,0.1,0.07,0.17,6,6.0,0,2.5,Available,,59414,77082,0.0,,1.0,1.0,-3.8,-1
2026-08-28,2026-08-28 15:24,1,True,143,Chalobah,CHE,DEF,5.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,7852,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,144,Gusto,CHE,DEF,5.0,1.2,1.0,1,1,1.0,75,1,0,0,0.0,0.03,0.03,3,3.6,0,2.2,Available,,12593,10421,0.0,,,,1.9,1
2026-08-28,2026-08-28 15:24,1,True,145,Fofana,CHE,DEF,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,100.0,769,247,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,146,B.Badiashile,CHE,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,232,774,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,147,Tosin,CHE,DEF,4.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.7,Available,,250,1994,0.0,,,,-40.8,-3
2026-08-28,2026-08-28 15:24,1,True,148,Hato,CHE,DEF,4.5,0.5,1.0,1,1,1.0,64,1,0,0,0.01,0.03,0.04,3,4.22,0,1.7,Available,,4122,4263,0.0,,,,0.1,1
2026-08-28,2026-08-28 15:24,1,True,149,Colwill,CHE,DEF,5.0,1.5,0.0,0,0,0.0,90,1,0,0,0.01,0.03,0.04,4,4.0,0,2.2,Available,,10158,16831,0.0,,,,-15.2,-1
2026-08-28,2026-08-28 15:24,1,True,150,M.Sarr,CHE,DEF,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.7,Available,,398,918,0.0,,,,-27.3,-2
2026-08-28,2026-08-28 15:24,1,True,151,Acheampong,CHE,DEF,4.5,0.4,3.0,3,3,3.0,90,1,0,0,0.0,0.01,0.01,15,15.0,0,1.7,Available,,7343,2944,0.0,,,,1.9,1
2026-08-28,2026-08-28 15:24,1,True,152,Palestra,CHE,DEF,5.5,2.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Doubtful,75.0,4926,62272,0.0,,,,-72.9,-3
2026-08-28,2026-08-28 15:24,1,True,153,Disasi,CRY,DEF,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.7,Available,,479,809,0.0,,,,-21.7,-2
2026-08-28,2026-08-28 15:24,1,True,154,Palmer,CHE,MID,9.5,16.1,13.0,13,13,13.0,82,1,1,1,0.28,0.19,0.47,9,9.88,3,3.2,Available,100.0,349945,30419,0.0,1.0,,3.0,123.1,5
2026-08-28,2026-08-28 15:24,1,True,155,Enzo,CHE,MID,7.0,4.4,1.0,1,1,1.0,25,0,0,0,0.0,0.02,0.02,3,10.8,0,2.5,Available,,14741,82645,0.0,2.0,3.0,2.0,-76.1,-3
2026-08-28,2026-08-28 15:24,1,True,156,Neto,CHE,MID,6.5,1.2,1.0,1,1,1.0,14,0,0,0,0.03,0.07,0.1,4,25.71,0,2.3,Available,,5462,21799,0.0,,2.0,4.0,-65.3,-3
2026-08-28,2026-08-28 15:24,1,True,157,Estêvão,CHE,MID,6.5,1.1,1.0,1,1,1.0,7,0,0,0,0.0,0.0,0.0,1,12.86,0,2.3,Available,,5337,22608,0.0,3.0,5.0,,-75.2,-3
2026-08-28,2026-08-28 15:24,1,True,158,Gittens,CHE,MID,6.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,,261,725,0.0,,,,-66.4,-3
2026-08-28,2026-08-28 15:24,1,True,159,Caicedo,CHE,MID,5.5,2.9,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Doubtful,75.0,9428,92570,0.0,,,,-79.7,-3
2026-08-28,2026-08-28 15:24,1,True,160,Garnacho,AVL,MID,6.0,0.5,1.0,1,1,1.0,4,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,,1968,10050,0.0,,,,-73.2,-3
2026-08-28,2026-08-28 15:24,1,True,161,Lavia,CHE,MID,5.0,0.1,1.0,1,1,1.0,64,1,0,0,0.21,0.03,0.24,9,12.66,0,1.5,Available,,1098,885,0.0,,,,0.2,1
2026-08-28,2026-08-28 15:24,1,True,162,Andrey Santos,MUN,MID,5.0,1.0,2.0,2,2,2.0,66,1,0,0,0.0,0.23,0.23,9,12.27,0,1.5,Available,,7157,14483,0.0,,,,-32.7,-2
2026-08-28,2026-08-28 15:24,1,True,163,D.Essugo,CHE,MID,4.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,1220,2772,0.0,,,,-30.5,-2
2026-08-28,2026-08-28 15:24,1,True,164,Quenda,CHE,MID,5.5,0.0,1.0,1,1,1.0,8,0,0,0,0.0,0.0,0.0,1,11.25,0,2.0,Available,100.0,220,775,0.0,,,,-65.7,-3
2026-08-28,2026-08-28 15:24,1,True,165,João Pedro,CHE,FWD,7.6,68.2,11.0,11,11,11.0,90,1,1,1,0.63,0.06,0.69,3,3.0,2,2.4,Available,,379241,26772,0.1,,,,17.3,1
2026-08-28,2026-08-28 15:24,1,True,166,N.Jackson,CHE,FWD,6.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.1,Available,,4798,7804,0.0,,,,-47.9,-3
2026-08-28,2026-08-28 15:24,1,True,167,Delap,NFO,FWD,5.5,0.5,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.8,Available,,6800,7258,0.0,2.0,,,-4.6,-1
2026-08-28,2026-08-28 15:24,1,True,168,Marc Guiu,CHE,FWD,5.0,0.4,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.4,Available,,2108,5823,0.0,,,,-34.4,-2
2026-08-28,2026-08-28 15:24,1,True,169,Mheuka,CHE,FWD,4.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,2810,4245,0.0,,,,-12.1,-1
2026-08-28,2026-08-28 15:24,1,True,170,Emegha,CHE,FWD,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.4,Available,100.0,1409,2234,0.0,,,,-21.1,-2
2026-08-28,2026-08-28 15:24,1,True,171,Dovin,COV,GKP,4.0,1.5,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,2432,6010,0.0,,,,-7.9,-1
2026-08-28,2026-08-28 15:24,1,True,172,Wilson,COV,GKP,4.5,0.5,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Available,,211,3230,0.0,,,,-29.6,-2
2026-08-28,2026-08-28 15:24,1,True,173,Thomas,COV,DEF,4.0,8.0,3.0,3,3,3.0,90,1,0,0,0.02,0.01,0.03,10,10.0,0,1.0,Available,,34876,22569,0.0,,,,6.6,1
2026-08-28,2026-08-28 15:24,1,True,174,Kitching,COV,DEF,4.0,0.7,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,493,4502,0.0,,,,-24.5,-2
2026-08-28,2026-08-28 15:24,1,True,175,van Ewijk,COV,DEF,4.0,13.1,1.0,1,1,1.0,90,1,0,0,0.0,0.01,0.01,7,7.0,0,1.0,Available,,31949,47658,0.0,,,,-1.3,-1
2026-08-28,2026-08-28 15:24,1,True,176,Dasilva,COV,DEF,4.0,0.8,1.0,1,1,1.0,90,1,0,0,0.0,0.02,0.02,6,6.0,0,1.0,Available,,2954,3789,0.0,,,,0.1,1
2026-08-28,2026-08-28 15:24,1,True,177,Kesler-Hayden,COV,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,160,682,0.0,,,,-13.5,-1
2026-08-28,2026-08-28 15:24,1,True,178,Bidwell,COV,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,483,712,0.0,,,,-5.6,-1
2026-08-28,2026-08-28 15:24,1,True,179,Latibeaudiere,COV,DEF,4.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,148,389,0.0,,,,-21.5,-2
2026-08-28,2026-08-28 15:24,1,True,180,Woolfenden,COV,DEF,4.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,925,2071,0.0,,,,-10.0,-1
2026-08-28,2026-08-28 15:24,1,True,181,Brau,COV,DEF,4.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,245,323,0.0,,,,-1.2,-1
2026-08-28,2026-08-28 15:24,1,True,182,Amenda,COV,DEF,4.0,0.9,1.0,1,1,1.0,90,1,0,0,0.0,0.01,0.01,9,9.0,0,1.0,Available,,2995,4229,0.0,,,,-1.5,-1
2026-08-28,2026-08-28 15:24,1,True,183,Rudoni,COV,MID,5.0,0.1,1.0,1,1,1.0,20,0,0,0,0.15,0.0,0.15,5,22.5,0,1.5,Available,100.0,1090,1200,0.0,,3.0,1.0,0.1,1
2026-08-28,2026-08-28 15:24,1,True,184,Grimes,COV,MID,5.0,0.2,2.0,2,2,2.0,90,1,0,0,0.0,0.01,0.01,7,7.0,0,1.5,Available,,2066,1522,0.0,3.0,1.0,,0.5,1
2026-08-28,2026-08-28 15:24,1,True,185,Sakamoto,COV,MID,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,130,1358,0.0,,,,-57.2,-3
2026-08-28,2026-08-28 15:24,1,True,186,Mason-Clark,COV,MID,5.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.0,Available,100.0,435,1477,0.0,,,,-39.7,-2
2026-08-28,2026-08-28 15:24,1,True,187,Eccles,COV,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,67,256,0.0,,,,-64.4,-3
2026-08-28,2026-08-28 15:24,1,True,188,Torp,COV,MID,5.5,0.2,1.0,1,1,1.0,28,0,0,0,0.0,0.11,0.11,1,3.21,0,2.0,Available,,493,1714,0.0,2.0,2.0,2.0,-31.2,-2
2026-08-28,2026-08-28 15:24,1,True,189,Shepherd,COV,MID,4.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,983,3019,0.0,,,,-26.2,-2
2026-08-28,2026-08-28 15:24,1,True,190,Tchaouna,COV,MID,5.5,0.2,2.0,2,2,2.0,81,1,0,0,0.04,0.02,0.06,8,8.89,0,2.0,Available,,2455,1326,0.0,,,,0.7,1
2026-08-28,2026-08-28 15:24,1,True,191,Borges Rodrigues,COV,MID,4.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,653,1783,0.0,,,,-24.5,-2
2026-08-28,2026-08-28 15:24,1,True,192,Andrews,COV,MID,4.5,0.6,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,2477,6845,0.0,,,,-24.8,-2
2026-08-28,2026-08-28 15:24,1,True,193,Wright,COV,FWD,5.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,104,5213,0.0,1.0,,,-70.6,-3
2026-08-28,2026-08-28 15:24,1,True,194,Thomas-Asante,COV,FWD,5.0,0.8,2.0,2,2,2.0,69,1,0,0,0.0,0.02,0.02,6,7.83,0,1.4,Available,,13550,7456,0.0,4.0,,,3.1,1
2026-08-28,2026-08-28 15:24,1,True,195,Simms,COV,FWD,5.0,1.0,2.0,2,2,2.0,69,1,0,0,0.0,0.01,0.01,3,3.91,0,1.4,Available,,18616,8905,0.0,,,,5.1,1
2026-08-28,2026-08-28 15:24,1,True,196,Markelo,COV,FWD,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,573,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,197,Bassette,COV,FWD,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,774,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,198,Henderson,CRY,GKP,5.0,1.8,2.0,2,2,2.0,90,1,0,0,0.0,0.0,0.0,0,0.0,0,2.6,Available,100.0,5609,13184,0.0,,,,-18.7,-1
2026-08-28,2026-08-28 15:24,1,True,199,Benitez,CRY,GKP,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Available,,447,1256,0.0,,,,-32.2,-2
2026-08-28,2026-08-28 15:24,1,True,200,Lacroix,CHE,DEF,6.0,9.5,6.0,6,6,6.0,90,1,0,1,0.0,0.2,0.2,12,12.0,0,2.8,Available,,60553,42373,0.0,,,,8.7,1
2026-08-28,2026-08-28 15:24,1,True,201,Muñoz,CRY,DEF,5.5,8.3,0.0,0,0,0.0,54,1,0,0,0.23,0.01,0.24,4,6.67,0,2.5,Available,,15229,117742,0.0,,,,-58.4,-3
2026-08-28,2026-08-28 15:24,1,True,202,Richards,CRY,DEF,5.0,0.7,3.0,3,3,3.0,90,1,0,0,0.0,0.0,0.0,16,16.0,0,2.2,Available,,4026,6055,0.0,,,,-11.7,-1
2026-08-28,2026-08-28 15:24,1,True,203,Canvot,CRY,DEF,5.0,0.3,1.0,1,1,1.0,90,1,0,0,0.05,0.01,0.06,8,8.0,0,2.2,Available,,787,3754,0.0,,,,-45.5,-3
2026-08-28,2026-08-28 15:24,1,True,204,Mitchell,CRY,DEF,4.5,5.6,1.0,1,1,1.0,90,1,0,0,0.0,0.01,0.01,5,5.0,0,1.7,Available,,5751,47359,0.0,,,,-29.1,-2
2026-08-28,2026-08-28 15:24,1,True,205,Sosa,CRY,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.7,Available,,124,342,0.0,,,,-30.7,-2
2026-08-28,2026-08-28 15:24,1,True,206,Chadi Riad,CRY,DEF,4.5,0.0,1.0,1,1,1.0,72,1,0,0,0.0,0.01,0.01,7,8.75,0,0.0,Injured,0.0,306,2736,0.0,,,,-105.0,-5
2026-08-28,2026-08-28 15:24,1,True,207,Mingueza,CRY,DEF,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.7,Available,,194,1219,0.0,,,,-68.3,-3
2026-08-28,2026-08-28 15:24,1,True,208,Sarr,CRY,MID,6.4,2.4,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,2090,192085,-0.1,2.0,,,-17.0,-1
2026-08-28,2026-08-28 15:24,1,True,209,Johnson,EVE,MID,6.0,0.2,1.0,1,1,1.0,6,0,0,0,0.0,0.0,0.0,2,30.0,0,2.2,Available,,687,2408,0.0,,,,-54.0,-3
2026-08-28,2026-08-28 15:24,1,True,210,Wharton,CRY,MID,5.5,0.9,4.0,4,4,4.0,90,1,0,0,0.0,0.24,0.24,14,14.0,0,2.0,Available,100.0,6262,7329,0.0,,1.0,,-3.0,-1
2026-08-28,2026-08-28 15:24,1,True,211,Yeremy,CRY,MID,5.5,0.2,1.0,1,1,1.0,35,0,0,0,0.06,0.02,0.08,5,12.86,0,2.0,Available,,286,2299,0.0,,2.0,1.0,-52.1,-3
2026-08-28,2026-08-28 15:24,1,True,212,Hughes,CRY,MID,4.5,10.8,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,19318,85295,0.0,,3.0,,-22.9,-2
2026-08-28,2026-08-28 15:24,1,True,213,Lerma,CRY,MID,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,194,1352,0.0,,,,-51.3,-3
2026-08-28,2026-08-28 15:24,1,True,214,Kamada,CRY,MID,5.0,0.3,3.0,3,3,3.0,90,1,0,0,0.0,0.27,0.27,14,14.0,0,1.5,Available,,1798,2897,0.0,,4.0,,-15.9,-1
2026-08-28,2026-08-28 15:24,1,True,215,Devenny,CRY,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,67,168,0.0,3.0,,2.0,-41.6,-3
2026-08-28,2026-08-28 15:24,1,True,216,Esse,CRY,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,204,563,0.0,,,,-38.3,-2
2026-08-28,2026-08-28 15:24,1,True,217,M.França,CRY,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,16,670,0.0,,,,-116.8,-5
2026-08-28,2026-08-28 15:24,1,True,218,Doucouré,CRY,MID,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,239,1001,0.0,,,,-56.9,-3
2026-08-28,2026-08-28 15:24,1,True,219,J.Rak-Sakyi,CRY,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,38,85,0.0,,,,-38.2,-2
2026-08-28,2026-08-28 15:24,1,True,220,Cardines,CRY,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,63,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,221,Drakes-Thomas,CRY,MID,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,390,942,0.0,,,,-24.6,-2
2026-08-28,2026-08-28 15:24,1,True,222,Strand Larsen,CRY,FWD,6.0,0.5,1.0,1,1,1.0,27,0,0,0,0.25,0.01,0.26,0,0.0,0,2.0,Available,,1369,7256,0.0,,,,-58.8,-3
2026-08-28,2026-08-28 15:24,1,True,223,Mateta,CRY,FWD,6.5,5.2,2.0,2,2,2.0,62,1,0,0,0.7,0.02,0.72,5,7.26,0,2.1,Available,,22640,67128,0.0,1.0,,,-41.0,-3
2026-08-28,2026-08-28 15:24,1,True,224,Nketiah,CRY,FWD,5.5,0.5,1.0,1,1,1.0,55,1,0,0,0.6,0.58,1.18,3,4.91,0,1.8,Available,,3058,5467,0.0,,,,-22.1,-2
2026-08-28,2026-08-28 15:24,1,True,225,Uche,CRY,FWD,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,226,Pickford,EVE,GKP,5.5,8.8,7.0,7,7,7.0,90,1,0,0,0.0,0.02,0.02,0,0.0,0,3.3,Available,,61071,26401,0.0,,,,12.9,1
2026-08-28,2026-08-28 15:24,1,True,227,Travers,EVE,GKP,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.6,Available,,275,389,0.0,,,,-16.8,-1
2026-08-28,2026-08-28 15:24,1,True,228,King,EVE,GKP,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Available,,238,364,0.0,,,,-9.8,-1
2026-08-28,2026-08-28 15:24,1,True,229,Tarkowski,EVE,DEF,6.0,8.7,6.0,6,6,6.0,90,1,0,0,0.05,0.0,0.05,9,9.0,0,2.8,Available,,41166,33975,0.0,,,,3.0,1
2026-08-28,2026-08-28 15:24,1,True,230,Branthwaite,EVE,DEF,5.5,1.8,6.0,6,6,6.0,90,1,0,0,0.0,0.01,0.01,8,8.0,0,2.5,Available,,18289,8268,0.0,,,,5.0,1
2026-08-28,2026-08-28 15:24,1,True,231,Keane,EVE,DEF,5.0,1.4,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,,3156,23398,0.0,,,,-69.3,-3
2026-08-28,2026-08-28 15:24,1,True,232,O'Brien,EVE,DEF,5.0,0.4,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,,1361,7149,0.0,,,,-65.8,-3
2026-08-28,2026-08-28 15:24,1,True,233,Mykolenko,EVE,DEF,4.5,1.6,6.0,6,6,6.0,90,1,0,0,0.0,0.05,0.05,4,4.0,0,1.7,Available,,20437,8430,0.0,,,,5.0,1
2026-08-28,2026-08-28 15:24,1,True,234,Patterson,EVE,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.7,Available,,195,350,0.0,,,,-18.8,-1
2026-08-28,2026-08-28 15:24,1,True,235,Aznou,EVE,DEF,4.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,972,1617,0.0,,,,-10.6,-1
2026-08-28,2026-08-28 15:24,1,True,236,Dewsbury-Hall,EVE,MID,6.5,4.7,11.0,11,11,11.0,90,1,1,0,0.12,0.17,0.29,8,8.0,3,2.3,Available,,125428,25266,0.0,,2.0,,47.4,3
2026-08-28,2026-08-28 15:24,1,True,237,Ndiaye,EVE,MID,6.0,16.1,9.0,9,9,9.0,90,1,0,1,0.24,0.32,0.56,12,12.0,1,2.2,Available,,114955,53976,0.0,1.0,,,29.8,2
2026-08-28,2026-08-28 15:24,1,True,238,Grealish,MCI,MID,6.5,0.2,1.0,1,1,1.0,8,0,0,0,0.0,0.0,0.0,1,11.25,0,2.3,Available,100.0,1165,2212,0.0,,,,-22.2,-2
